Statement,Rating
"TikTok ni Joshua Garcia, napansin ni Nicki Minaj; may 20.4M views isang araw matapos i-upload",Fake
“US Coast Guard hindi nagpatinag! Pinaputukan umano ang dalawang Chinese warship na nangharang sa WPS ”,Fake
“KAKAPASOK LANG  PRES MARCOS GOODJOB! DOJ REMULLA PlNABABA SA PWESTO GENERAL BANTAG HUMARAP NA .”,Fake
Ang kaibigan ni Lea Salonga na muntik umagaw noon ng karera at katanyagan nya sa Miss Saigon,Fake
"Chistine Dacera, Matapos pagplanuhang gawan ng pelikula, Gusto din gawing Santo ng mga supporters nito?",Fake
"Herlene ""Hipon"" Budol, himalang naging daan upang matagpuan ang matagal nang nawalay na kaanak!",Fake
"6-anyos na pasyente, P4,000 - P21,000 na halaga ng isang malakas na antibiotic ang gamot sa sakit.",Fake
"Dahil walang pera, abogado malugod na tinanggap ang isang tali ng alimango na ibinayad sa kanya",Fake
"Isang kasambahay na dating tindera ng asin, naging 'instant millionaire' dahil sa pamana ng kaniyang amo!",Fake
Maling Akala! Misis Nagselos sa Sarili? Sinaktan si Mister sa Pag-aakalang may Other Woman Ito,Fake
"Isang lolo na PWD, nag-aalok ng gupit at masahe bilang hanap-buhay gamit ang kanyang bisekleta",Fake
"Anak, naisipang ibenta ang kanyang mga medalya upang matulungan ang inang nalubog sa utang.",Fake
"Plantita Aubrey Miles, malaking lupain ang naipundar ng dahil sa pagbebenta ng halaman.",Fake
"AJ Raval, hindi kabet! Usapan nila ni Kylie Padilla, ibinida ng sexy star sa mga buma-bash sa kanya.",Fake
"Sekyu, kinurot ang puso ng mga netizens matapos makitang kanin at tubig lang ang kaniyang panawid gutom.",Fake
"""ma binalik ung gift ko"" malungkot na kwento ng isang bata matapos ayawan ang kanyang biniling pang-exchange gift.",Fake
"Sikat na supermarket, magkaiba raw ang presyo ng item sa nakadisplay pagdating sa counter",Fake
" Ama, umutang ng cellphone para sa pag-aaral ng anak, ngunit puro Online Games lang ang inaatupag",Fake
" Reaksyon ng isang Anak sa Amang kumita lang ng P400 panghanda, nagpaiyak at kumurot sa puso ng mga netizen",Fake
“CHINA VS PILIPINAS BUMANAT NA  PHILIPPINE VINES BREAKING NEWS VIRAL.”,Fake
" Matandang may kapansanan, kasama ang mga alagang aso sa paghahanap buhay",Fake
"Pinoy priest na isa ring Licensed Fitness Instructor, pinagkaguluhan ng netizens",Fake
"Pinoy Tricycle Driver, viral dahil nakapangasawa umano ng magandang foreigner",Fake
 Ang kwento ni Lou Salvador Sr. na mayroong 102 na anak at 116 points sa isang laro sa basketball ,Fake
EX-OFW naging palaboy matapos itakwil ng pamilya nang mawalan ng trabaho,Fake
"39-anyos na lalaki sa Pangasinan, ooperahan matapos malunok ang pustiso nang lasing.",Fake
"FYI, Parents! : 6 na Bagay na Hindi mo Dapat Pinipilit na Gawin ng inyong Anak!",Fake
Netizen kinilabutan ng makita ang Buhok na lumabas mula sa 100-yr-old na puntod,Fake
" Barbie Imperial at Christine Samson, idinadawit sa hiwalayang Wil Dasovich at Alodia Gosiengfiao",Fake
"Tinaguriang hudas ng pelikulang Pilipino na si Romy Diaz, ganito pala ang tunay na nangyari sa kanyang buhay",Fake
"Kwento ng nakakadiring modus sa bus, bistado! ""buti na lang napagkamalan akong Koreano""",Fake
Ayaw paistorbo o ayaw mautusan? ginang ibinahagi ang diskarte ng anak na dalaga habang ginagawa ang mga modules ,Fake
"Estudyanteng bagsak ang grado dahil nawala ni teacher ang ipinasang projects at activities, nagreklamo ",Fake
" 78-year-old lalaki, mag-isang namumuhay sa pagbebenta ng lugaw, kumikita lamang ng P31 kada araw",Fake
"""We aren’t “healthcare heroes” anymore. We have become slaves to this pandemic, and it is really exhausting."" -Tired US Nurse",Fake
"Emosyonal na pamamaalam ng isang amo sa pumanaw na alagang manok, kumurot sa puso ng mga netizens!",Fake
"Mga batang bumili ng damit sa ukay-ukay, sorpresang regalo pala sa kaarawan ng kanilang nanay.",Fake
 Lalaki pinasok ang tatlong trabaho para lamang mabilhan ng laptop ang asawang hirap sa pagtuturo,Fake
"Babaeng inanakan ng sariling ama, humihingi ng tulong na wakasan ang ginagawa sa kanya ng ama",Fake
"“Grabe Malaking gulo ito! General Bantag hinarang sa airport at pinapaamin na! Dating Pangulong Rodrigo Duterte nagulat sa itinuturo na isa pang MASTERMIND!”
",Fake
"Biyudang Ina, gumawa ng 'story book' para sa anak upang magsilbing alaala ng kanilang yumaong ama.",Fake
"Food delivery rider na humagulgol ng iyak matapos manakawan ng bike, inulan ng tulong",Fake
“JUSKO PO! PBBM DELIKADO sa MATINDING IBINUNYAG VPSARA DI NA NAKAPAG-PIGIL IBINUNYAG LIZA SMUGGLING .”,Fake
"Nakababatang kapatid ni Derek Ramsay, lumantad at nais pasukin ang pag-aartista",Fake
Ang life story ng noo'y sikat na action star na si Weng Weng at bakit nga ba ito biglang nawala sa industriya,Fake
"Nakakabighani ngunit lubhang mapanganib, Ano nga ba ang ""Square waves"" at bakit dapat lumayo dito",Fake
"Isang tanyag na Football coach, tinupad ang pangarap na bahay ng Pinay na kasambahay",Fake
" Bata, matiyagang naghihintay ng customer na bibili ng panindang kabute sa katirikan ng araw",Fake
" Kasalan ng magkasintahang UniTeam supporters, inulan ng mga sponsors, sinagot lahat ng gastos!",Fake
"Emosyonal na liham ng isang anak para sa ama nito na may bago ng pamilya, nagpaluha sa mga netizens!",Fake
" Lalaking OFW sa loob ng 20 years, pag-uwi pabigat na umano sa pamilya",Fake
"Isang licensed professional teacher mas piniling maging waiter sa ibang bansa: ""I’ve swallowed all my pride""",Fake
 Romnick Sarmenta may pakiusap sa 31M na bumoto kay BBM,Fake
" Lolo at lola na nagtitinda ng asin habang tirik na tirik ang araw, pinakyaw ng rider at nagbigay pa ng tulong",Fake
"Pambansang Kolokoy, inaming hiwalay na sila ni Marites matapos ang 20 taong na pagsasama",Fake
"Matandang maghapon na sa paglalako,  kapos parin ang pambili ng gamot, tinulungan ng may busilak na kalooban",Fake
"Mensahe ni Herlene Budol kay Miss Manila: ‘Kontakin mo na ‘ko, bati na tayo’",Fake
"Sikat na si Green Soldier sa Baguio, nambatok ng binatilyo matapos umano siyang insultuhin",Fake
"Seller ng kakaibang pastillas, ibinahagi kung paano siya kumikita ng halos P300k kada-linggo",Fake
"Imbes na itaboy, Batang nanlilimos tinrato bilang kustomer at pinakain ng isang Security Guard",Fake
"F4 member na si Ken Chu, ibinulgar ang misteryosong sakit na matagal nang iniinda",Fake
 Single mom nakakamangha ang transformation matapos makatanggap ng panlalait sa pamilya ng kanyang boyfriend,Fake
"A Concerned Mother's Open Letter to ADMU: ""I have been 'Cancelled' so many times especially by your community..""",Fake
"Tindero ng Taho, pasan-pasan ang kaniyang 1 taong gulang na anak habang naghahanap buhay!",Fake
"Nanette Medved, ang dating Darna! Alamin ang kanyang buhay at ginagawang pagtulong sa mga nangangailangan",Fake
"An Untold Story Revealed when FEM's 83 year old Former Close In Presidential Guard, Reunites with Sen. Imee",Fake
"Isang pinay na pinalayas noon ng amo, isa nang sikat na fashion designer ngayon sa Canada",Fake
 Karen Davila dalawang linggong umiyak matapos malaman ang karamdaman ng kanyang anak,Fake
"""Close ang venue. Wala lahat!"" Bagong kasal, napahagulgol ng iyak matapos ma-scam ng wedding coordinator ",Fake
" Kumita ng P150,000 dahil sa pagtitinda ng torotot at laruan sa loob lamang ng limang araw",Fake
"Ivana, handang ubusin ang pera at ari-arian para sa kapatid: Umiiyak na lang ako, sabi ko ‘Mona, lumaban ka’",Fake
"From ""fat to fab"": Journey ng isang Binibining Pilipinas candidate noong 2018",Fake
"Isang matanda mano-manong itinutulak ang kariton ng panindang wood crafts dahil walang kalabaw, isang netizen nag-magandang loob",Fake
"FYI: Paano maiwasang mapasama o mai-""TAG"" sa kumakalat na online scam ngayon sa Facebook.",Fake
" Pangarap na graduation ng estudyanteng pumanaw, tinupad ng kanyang pamilya",Fake
" Used band aid, nanguya ng isang customer mula sa pagkaing inorder sa restaurant",Fake
"Tunay na Bayani! Isang Aso, Nagbuwis ng Sariling Buhay upang Iligtas ang May-ari nito!",Fake
Senior citizen na taxi driver ibinahagi ang nakakalungkot na kwento ng kanyang buhay: “Tumanda akong mag isa at malungkot”,Fake
Isang batang palaboy nagrarap sa loob ng jeep para kumita ng pera,Fake
"Kahit may kapansanan, lalaki walang kapagurang pinagsasabay ang 3 trabaho para may makain ",Fake
"Balikan ang hindi malilimutang 7th Birthday ng dating 'Child Wonder of Philippine Cinema', Niño Muhlach.",Fake
"66-anyos na Lolo, inspirasyon ang pagtatapos ng kolehiyo: Age doesn't matter, it's just a number",Fake
Lalaking driver viral matapos manakit ng rider nang dahil binastos daw siya nito,Fake
"Beauty ni Kisses Delavin, tinawag na pang-fiesta lang at walang kabuhay-buhay ng ilang netizens!",Fake
"“There’s no question that we do not submit to the jurisdiction dahil hindi na po tayo miyembro ng ICC .”
Source: Camilo Belleza Millendez, SATURDAY NEWS FORUM AT DAPO RESTO, QUEZON CITY – JAN. 28, 2023, watch from 11:15 to 11:20",Fake
"Isang taong grasa nakikanta sa videoke, netizens namangha sa magandang boses nito",Fake
"Dwayne ""The Rock"" Johnson, binigyan ng mamahaling sasakyan ang isang fan na Navy veteran dahil sa nakakaantig na kwento nito",Fake
"Ivana Alawi, Pinrank at Sinorpresa ang mga Delivery Riders. Riders Napaiyak sa Sobrang Tuwa.",Fake
"Deputized personnel na sumita at hinamon ang isang nakabisikleta, suspendido ",Fake
" Estudyanteng nahirapan sa exam, binawian ang guro: “Hirap ng exam, kaya pahihirapan ko din kayu”",Fake
 Kilalanin ang babaeng nagpapatibok ngayon sa puso ng aktor na si Dennis Padilla,Fake
Isang lola muntik nang mabiktima ng budol-budol ang perang pinaghirapan mula sa pagiging kasambahay,Fake
" Binatilyo na nagdaos ng kaarawan, bahaw na kanin ang ginawang cake at sabaw lamang ang handa ",Fake
" Maxene Magalona, biglang napaiyak habang nagme-meditate",Fake
" Ogie Diaz, maanghang na sinagot ang pag-bwelta ni Willie Revillame sa mga kritiko ng ALLTV",Fake
"Dahil mula sa broken family, Isang blessing para kay Marian ang pagkakaroon ng buo at masayang pamilya.",Fake
"Customer, kinansel ang pag-order ng Money Cake, dahil nag-expect na may laman ng 10k ang babayarang P1500 na cake",Fake
"Isang babae, nagpapayat at nagpaganda matapos iwan ng kasintahan dahil sa mabigat na timbang nito",Fake
"9-anyos na Pinoy Chess Champion, 3 araw natulog sa airport! Mag-isang bumiyahe sa Thailand bago makasunod ang ama.",Fake
"“KAKAPASOK LANG GRABE! PBBM at VPSARA NILUSOB ang DEPED, K-12 PROGRAM ni PNOY OFFICIAL ng TINANGGAL ?!”",Fake
"Lalaking Nakapulot ng Lisensya, Pinatutubos sa May-ari! Nag-ala LTO!",Fake
" Babaeng in-unfriend ang kanyang asawa sa Facebook, ikinatuwa ng mga netizens",Fake
 Netizen nanawagan na suportahan ang matandang nagtitinda ng mga bulaklak na gawa sa bote ng softdrinks,Fake
"Pursigidong delivery rider, matagumpay na nakamit ang PhD matapos ang 4-taon",Fake
"Sobrang paggamit ng cellphone, naging mitsa sa paningin ng 4-anyos na bata",Fake
"Amazing ""Ipon Challenge"" ng isang pamilya, 2 kama ang halos mapuno sa sobrang daming pera!",Fake
"Proud anak ng mangingisda at tindera, nakapasang Presidential Scholar ng prestihiyosong Unibersidad sa Amerika",Fake
"Limos na  'Piso Para sa Laptop', Tagumpay! Nalikom na Pera para sa Bagong Laptop, Nabili na! ",Fake
90-anyos na lolang salat sa pagkain at tulong. Pilit na itinatawid ang pangaraw-araw na buhay.,Fake
"Ruffa, love na love si Annabelle Rama: 'We should always honor our parents, kahit inaaway niya ako lagi, but that's the way she is'",Fake
"BFF goals! Mag-bestfriend na estudyante, parehong nagtapos na magna cum laude ",Fake
"Babaeng iniwan ng kasintahan dahil sa katabaan, nagpaganda at nagpapayat. Ngayon ay isa ng 'flight attendant'!",Fake
" Fiancée ni Jovit Baldivino, nagbigay ng emosyonal na liham para sa yumaong singer",Fake
"Siyam na magkakapatid na dating nakatira sa kubo, dahil sa pagtutulungan nakapagpatayo ng dream house para sa kanilang mga magulang",Fake
“Kaya siya nanalo kasi natalo ako . .”,Fake
"Anak ng basurero at basurera, nagtapos ng kursong Electronics Engineering; Consistent Dean's Lister",Fake
From Rags to Riches! P1.2 Milyon Natanggap ng isang Junk Shop Owner sa Wedding Money Dance! ,Fake
“LOOK! FORMER PRESIDENT DUTERTE SEEN OUTSIDE THEIR HOUSE IN DAVAO! Former President Duterte is seen outside [sic] their house in Davao like a normal citizen. People are amazed of how humble our former President is. He is outside to breath [sic] some fresh air. Enjoy your retirement FPRRD! Salamat sa 6 years !”,Fake
" Magnanakaw, tumae pa sa kwarto matapos tangayin ang gamit ng biktima",Fake
"Lumang de-keypad na cellphone, gamit ng isang estudyante para maka-selfie ang kanyang teacher.",Fake
"Babae sa jeep namataang may dala-dalang bundle ng pera at suot na maraming alahas, palaisipan sa mga netizens",Fake
"Anak ni Ka Freddie na si Maegan Aguilar, ayaw ipa-hawak sa pamilya o kamaganak ang kanyang bangkay kapag siya'y namatay.",Fake
" Netizen na nabiktima ng scammer, naging mas matalino ang naging aksyon laban sa manloloko",Fake
Amerikano niregaluhan ng bahay ang pamilyang kumupkop sa kanya matapos ma-stranded sa Pilipinas,Fake
" Foreigner, tinatu-an ng hindi kanais-nais na mga salita sa Boracay",Fake
"Nasawing Cabin Crew ng PAL biktima umano ng set-up, masayang FB live nito kumalat din sa social media",Fake
"Lalamove Rider na Nag-abono para sa Cellphone delivery, Biktima ng Fake Booking. Laman ng Box, Sirang Metro!",Fake
"Lian Paz, muling inamin na mula noon ay walang natatanggap na sustento ang dalawang anak niya kay Paolo.",Fake
"'Maternity Shoot' ng isang biyuda kasama ang yumaong asawa, umantig sa puso ng mga netizens.",Fake
"""Yun lang yon?"" Ogie Diaz, umalma sa naging sagot ng CebuPac sa isyu ng pilotong may alegasyon laban kay VP Leni Robredo",Fake
"Gerald sa isyu na nabuntis niya si Kylie: ""Tignan natin 9 months from now""",Fake
"Lalaking may titulo na pinakapangit sa mundo, ginulat ang lahat ng pakasalan ang ikatlong asawa",Fake
Kahanga-hangang kuwento ng dating gasoline girl na ngayon ay milyonarya na at may sarili ng kumpanya.,Fake
Isang lolo nagsikap makapagtapos ng junior high para mahikayat na mag-aral ang anak na nababarkada,Fake
"Inspiring: Career-driven Canada-based Pinay ‘visualizes’ dream car, gets it 12 years later",Fake
"Kinuhang house and lot sa isang subdivision, substandard? May nakitang bote ng softdrinks",Fake
"Guro, napukaw sa mabigat na pinagdaanan ng kanyang mga estudyanteng apektado sa gulo ng pamilya",Fake
"Customer, dismayado sa binayarang P5999 na tila puro buto't balat at ininit lang na Lechon",Fake
"Binatang sinuway ang lolo na gusto sya maging engineer, matagumpay na magsasaka na ngayon",Fake
"Tricycle na pinamamasada ng mapagmahal na Ama, ginawang ""Bridal Car"" ng ikinakasal na Anak",Fake
Kilalanin ang 10 aktres na nakapangasawa ng mayaman at ngayo'y buhay reyna na ng kani-kanilang tahanan.,Fake
"Magsasaka na nanalo ng lotto, niloko ng sariling kamag-anak",Fake
"Para sa mamahaling pugad mula sa laway ng ibon, mga taga-Palawan inilalagay ang buhay sa alanganin makuha lang ito sa mapanganib na kweba ",Fake
Netizen nagbabala sa m0dus ng mga naglalako ng ‘uratex’ daw na foam,Fake
"80-anyos na Lolo, walang tigil sa paghahanap buhay kahit pa sa kanyang kapansanan; Inulan ng tulong! ",Fake
" Isang homeless na lola, halos maglumpasay nang kunin ng dog pound ang mga alagang asong kasama nya sa buhay",Fake
"Batikang aktres na nagkaroon ng karamdaman sa pag-iisip, ano ang nangyari sa buhay ni Cita Astals",Fake
"Batang kalye na first time magkaroon ng birth certificate, laking tuwa nang mahawakan ito",Fake
"Working student, pinagsasabay ang pag-aalaga ng mga bata at pag-aaral, nagtapos with High Honors",Fake
"Dating Balut Vendor, Engineer na ngayon dahil sa pagpupursigi",Fake
"2 taong ipon ng isang 'special child' at kanyang mga kapatid, umabot sa P146 libong piso!",Fake
56-anyos na street sweeper nakapagtapos ng kolehiyo,Fake
"Isang mister, hindi napigilang maiyak habang kinukuhanan ng video ang mga huling sandali ng kanyang asawa",Fake
"Batang halos mag lumpasay sa iyak nang makitang babakunahan ang kanyang alagang pusa, kinagiliwan ng mga netizens",Fake
"Anak ng jeepney driver, tindera ng siopao, ibinahagi kung pa'no sya naging milyonaryo sa edad na 24",Fake
"“First of all, it’s only one case. Number two, as you can see, it doesn’t affect the entire population. Number three, this is not like COVID[-19] that can be spread by air very easily and could possibly be fatal. This is not particularly fatal but it is of concern.”
Source: RTVMalacańang, Press Briefing of Press Secretary Trixie Cruz-Angeles, July 29, 2022, watch from 11:49 – 12:10 ",Fake
,Fake
"15 Anyos na Dalagita, 100 Beses Nagparetoke para Magmukhang Barbie",Fake
"Mag-amang gumagawa ng ' Math Assignment ' sa isang Burger Stand, Nagpaantig sa Puso ng mga Netizens",Fake
"'Stop this kind of modus!', Netizen tahasang kinall-out ang kilalang Super Market dahil umano sa panloloko",Fake
,Fake
Here’s why we need to drink water regularly,Fake
“KAKAPASOK LANG DlLAWAN na-SHOCKED! BIGLAANG UTOS ni PRES MARCOS BINIGYAN ng POSISYON CONG MARCOLETA .”,Fake
"Mariel Rodriguez, nagsalita na patungkol sa balitang nakabuntis umano si Robin Padilla ng iba",Fake
"Xian, nais bilhin ang lupa kung saan nakatanim ang mangga na pinitasan ni Lolo Narding",Fake
"‘Mahirap pero kakayanin’: Rita Gaviola balances studies, motherhood",Fake
"Maitim na kili-kili ng isang dalaga, pinuna! Ang nakakagulat na naging sagot nito, inulan ng papuri!",Fake
Madami Pala Siyang Lihim! Ito pala ang totoong nangyari sa buhay ni dating Berting Labra,Fake
"“We have a free media. You are [sic] guys are all free. [Nami-]misquote nga ako minsan, eh. Naiinis nga ako sa inyo minsan. You take my quote out of context kaya pinapa-record ko na, eh. Alam mo, we have a very free media as compared to Singapore, as compared to Malaysia, as compared to Vietnam.”

Source: Senate of the Philippines, Transcription of Senate President Juan Miguel “Migz” Zubiri’s Press Conference, Nov. 7, 2022",Fake
"PROMISE FULFILLED: Bar exam passer mula Cebu, tinupad ang pangako sa yumaong ama",Fake
Narito ang mga huling Facebook posts ni Cherie Gil bago pumanaw,Fake
"Mga larawang patunay na kapag nananahimik daw ang isang bata, tiyak ikagugulat mo kung ano ang kanilang ginagawa!",Fake
 Judy Ann Santos inaming nasaktan noon nang malamang ire-remake ang Mara Clara,Fake
"Concern citizen, tinulungan ang matandang may problema sa pag-iisip at palaboy nalang sa lansangan",Fake
"Lalaking humihingi ng pang gastos para sa anak, nagalit nang hindi matulungan ng kaibigan",Fake
 Naaalala niyo pa ba ang “pantasya ng bayan” noon na si Joyce Jimenez? Nasaan na kaya siya ngayon?,Fake
"Bata, isang linggo na raw kumakain ng karton para maibsan ang kanyang gutom",Fake
"Lolo, matyagang nagpapayong sa apo sa lugar na tanging may signal para matapos ang module",Fake
"Ginang, rumesbak sa mga nagsasabing masyadong maarte ang pagaalaga nya sa kanyang anak",Fake
"Ina ni Christine Dacera, may banat kay Valentine Rosales: ""Papansin ka pa sa sobrang kasinungalingan mo""",Fake
Bagong biling mamahaling motor halos maabo matapos sunugin dahil sa matinding inggit,Fake
"77-anyos na lola, namamalimos kahit nagpapadala ng P30,000 kada buwan ang anak na nasa Japan ",Fake
"Dating walang-wala at naglalako lamang ng Suka, nagtagumpay at napakayaman na ngayon",Fake
Matiyagang namamalimos ang Aso sa tabi ng batang estudyante habang nag-aaral sa gilid ng kalsada,Fake
"“Bagong bago!!!, Simulan nyo na habang konti palang,  nakaka alam P10,000 Ayuda on GCash, PM me for details, and free giveaway for everyone PM me how.,  While others are complaining, remember opportunity comes but once so be the one to tell others about it. Start it while only few know it.,  PM me po Legit.”
 PM me Legit.)",Fake
"Imbis na makamura ay napamura ang isang ginang dahil sa mala-""Angry Birds"" na nangyari sa kanyang kilay.",Fake
"Tignan ang kauna-unahang tricycle na tumawid sa Golden Gate Bridge sa San Francisco, California USA",Fake
"Jeepney driver sa gabi, estudyante sa umaga, proud na nakapagtapos ng kolehiyo; pinasalamatan ang kanyang mga naging pasahero",Fake
" Pinay sa Amerika, nakakatipid ng P75k a month dahil sa pagkuha ng mga pagkain sa basurahan",Fake
" Bride-to-be, ibinenta ang gown at wedding ring nang mahuling nagloloko ang fiancé",Fake
"Ate, ipinagpalit ang 3yrs na relasyon sa mayamang lalaki na tatlong buwan lang nakilala",Fake
"Lalaking nagpa-sikat ng linyang ""Wala na! Finish na!"" Nakalaya na at nagbalik loob na sa panginoon.",Fake
"Kargardor, isa sa mga nag top sa Mechanical Engineering board exam",Fake
" Pagpanaw ng isang bata, palaisipan kung ano ang dahilan",Fake
"Staff ng isang sinehan, ibinunyag ang mga nakikita nyang ginagawa sa dilim ng mga manunuod habang pinapalabas ang pelikula",Fake
"Anak ng Guro na winalanghiya ng kanyang mga estudyante, nadismaya sa '3-days suspension' lang na parusa",Fake
"“KAKAPASOK LANG! PRES BONGBONG UMAKSYON AGAD! TEDDY CASINO ARESTADO! RENATO REYES DINAMPOT! PNP AYOS
!”",Fake
" Matandang bulag na nakatira sa ilalim ng bubong sa matagal na panahon, nakatanggap ng tulong",Fake
"Isang babae ang naging emosyonal, matapos nitong makakuha ng 'signal' para sa kaniyang cellphone.",Fake
"Batang nawawala tsinelas na lang ang nakita, ginulat at pinahalakhak ang ina nang malaman ang kanyang kinaroroonan.",Fake
"Anak na hindi ikinakahiya ang suot at itsura ng ama sa kanyang graduation, umani ng mga papuri!",Fake
" Small but incredible: Isang guro na mukhang Grade 1, ikinagulat ng mga netizens",Fake
"Mga gamit ng sumakabilang bahay na mister, viral! matapos itong ibenta ni misis ng live online!",Fake
"Natupad ang pangarap na magkaroon ng maraming anak, pero hindi niya ginusto na magkakaiba ang tatay ng mga ito.",Fake
" Teacher mula sa Lanao Del Norte, nagbibigay ng laptop sa mga mahihirap at deserving students",Fake
"Doktor, namangha sa kanyang pasyente matapos bayaran ang perang itinulong niya noon",Fake
"Toni Fowler dinepensahan si Alex: ""Nakakalungkot! Lahat ng nagawa niyang pagpapatawa, nabura dahil sa isang pagkakamali""",Fake
Manila Film Festival Scandal 1994: Mga Katanungang Hanggang Ngayon ay Wala pang Kasagutan,Fake
"“Some people are good in academics, but not in life” Kadalasan sila ang mga nagtatagumpay sa buhay",Fake
" Netizen, buong pusong pinasasalamatan lahat ng mga delivery riders: ""I salute y’all! Lahat ng unos, susuungin nila""",Fake
"Kabutihan ng isang Guro sa mga batang walang makain at tinitiis ang gutom, nag-viral online!",Fake
"Lalaki na nanakit sa isang Grabfood rider, hinuli na ayon sa mga netizen",Fake
"Driver, iniwan lang umano ng Amo sa labas ng restaurant habang katirikan ang araw?",Fake
"Guro, tahasang ipinagtanggol ang teen housemates sa mali-maling sagot sa PBB quiz bee dahil sa  dahilan na ito",Fake
"Netizens nawindang: Isang 19-anyos na lalaki, nagpropose sa kasintahang 76 taong-gulang na lola",Fake
 Ang malungkot na kwento ng buhay ni Noel “Ungga” Ayala,Fake
"Nakababahalang modus ng isang taxi driver sa NAIA, ibinulgar",Fake
"College graduate kinukutya dahil sa 'Promodiser' lang ang trabaho, rumesbak: ""Pride doesn't pay bills""",Fake
“24 ORAS EXPRESS REGALO NG RUSSIA SINUBUKAN NA ! PILIPINAS  VINES NEWS VIRAL.”,Fake
" Pambayad utang na P300k ni Juliana Parizcova Segovia, sobra-sobra pa dahil sa ambagan ng UNITEAM supporters",Fake
"Dating barbero at mangingisda, ganap ng Doktor ngayon: “Halos lahat ng kahirapan naranasan ko na”",Fake
"Pagpanaw ni Claire dela Fuente, nahulaan umano ng isang kilalang psychic",Fake
"Netizen may mensahe sa mga misis: 'wag laging awayin si mister na naghahanap-buhay, napapagod din sila",Fake
"“Hindi po nakakasira, actually baliktad. Hindi siya nakakasira, nakakatulong pa siya sa sakit na kung tawagin ay NAFLD or non-alcoholic fatty liver disease.”

Source: Alvin Francisco Official Tiktok Account , Tiktok Gluta capsules: Safe ba sa liver?… , March 25, 2023, watch from 0:22 to 0:30",Fake
"Panay raket na couple mula noong estudyante pa lang, ibinahagi kung paano nakamit ang tagumpay",Fake
"Dahil sa paglilinis ng tenga gamit ang cotton buds, binata nagkaroon ng impeksyon at muntik nang mawalan ng pandinig",Fake
"Lalaking Nagpanggap na Pulubi: ""Binigyan Nya Ko Ng Taho, Binigyan Ko Sya ₱30,000""",Fake
"Janella, nasungkit ang role na Valentina matapos magpasipsip ng taba!",Fake
"Cancer Patient, NaScam at Nahack ang GCash donation. Pang-Chemotherapy, Naglaho!",Fake
"Rudy Baldwin, nagkaron umano ng pangitain tungkol sa nangyari sa yumaong Flight Attendant",Fake
"Estudyante naghimutok sa inis matapos ibagsak ng guro: ""Sayang lang effort ko sayo ma'am""",Fake
"Alagang aso, ibinuwis ang buhay para mailigtas ang batang amo mula umano sa pagkaka-kuryente.",Fake
"Binata, buong sikap na naglalako ng leche flan pantustos sa kanyang pag-aaral at pampa-opera",Fake
"Busog na sa limang piso! Matanda, nagtitinda ng P5 meal sa mga estudyante para makatulong",Fake
"""Nahihilo na ako. Bumili ka para may makain ako,"" pang-aalok ng matandang patuloy parin sa paghahanapbuhay",Fake
"Nakakakilabot na larawan ng isang babae habang buhat ang isang baby, viral sa social media",Fake
"Isang Engineer, dismayado sa live-in partner matapos ma-scam at mabawasan ang laman ng halos ₱100k na ipon sa alkansya.",Fake
"Estudyante sa Cebu na kinapos sa oras at hindi natapos ang board exam, naging top 1 board passer ",Fake
"Anak ng isang mangingisda at fish vendor, nakapagtapos bilang Magna Cum Laude",Fake
Dating PBB Housemate napilitang mag drop-out; Pinahiya at pinagtatawanan lang ng guro at mga kaklase,Fake
" Kahit 10 days lang pagitan ng 2 board exams, nag-top 3 at top 4 pa sa dalawang pagsusulit ang lalaking ito",Fake
"Lalaking napagkamalang ""taong grasa"", namimigay pala ng krayola mula sa perang inipon ng 2 taon",Fake
Delivery rider sige pa rin sa paghahanap ng nawawalang motor habang nakapark ito sa harap ng isang mall sa Marikina,Fake
" Pananakit ng isang guro sa dalawang estudyante, kuha sa video; Guro paparusahan ng DepEd",Fake
Student from Cebu gets the surprise of his life after receiving P1M worth of Bitcoin from Maya,Fake
Isang babaeng pulis iniligtas ang aso mula sa nasusunog na gusali; 'di ko matatanggap sa puso ko na iwanan lang ang aso na masunog',Fake
" Kat Alano, nagdadalamhati matapos payagan ng korte na makapagpiyansa si Vhong Navarro",Fake
"Kilalanin si Bandit, ang 'pusang bantay' na nagligtas sa kanyang amo mula sa mga magnanakaw ",Fake
"World renowned Singer/Songwriter na si Brian McKnight, isang Pinay pala ang napangasawa!",Fake
"Mga itinatabing pera ng isang ginang na palaging nawawala, laking gulat ng matuklasang daga pala ang may sala.",Fake
"Isang matanda, pinabayaan nalang ng mga anak; Kapitbahay, humingi ng tulong sa kawawang kalagayan nito",Fake
" Batang nagbigay ng mga kamote sa kanilang community pantry, bibigyan ng scholarship",Fake
"73-anyos na Lola, kahit mahina at pagod na, nag-aararo parin upang mabuhay sila ng mga apo niya!",Fake
"Isang binatilyo, nakapagpagawa ng sariling bahay sa halagang 10k libong piso!",Fake
"Misis, nakatanggap ng 50K pesos mula kay Mister matapos kumasa at magtagumpay sa hamon ng pagpapapayat.",Fake
"Isang customer ang nanigaw, nanduro at pinagsabihan ng masasakit ang isang crew ng Mang Inasal",Fake
"Ginang sa Masbate na dating labandera at janitress, isa na ngayong Judge",Fake
Ito ang surpresa ni Vice Ganda sa isang 81-taong gulang na lola na nakapagtapos ng senior high,Fake
