Statement,Rating,cleaned,cleaned tokenized,period%,comma%,colon%,semicolon%,question mark%,exclamation mark%,dash%,apostrophe%,close parenthesis%,capitalized%,slang words%,curse words%,with numericals%,bigrams,trigrams
"Kakaibang Rating at Review sa Lazada, Pinagkatuwaan at Trending sa Social Media",Fake,kakaibang rating review lazada pinagkatuwaan trending social media,"['kakaibang', 'rating', 'review', 'lazada', ',', 'pinagkatuwaan', 'trending', 'social', 'media']",0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['kakaibang rating', 'rating review', 'review lazada', 'lazada pinagkatuwaan', 'pinagkatuwaan trending', 'trending social', 'social media']","['kakaibang rating review', 'rating review lazada', 'review lazada pinagkatuwaan', 'lazada pinagkatuwaan trending', 'pinagkatuwaan trending social', 'trending social media']"
"Lolo na nanlibre ng mga customers sa Jollibee, hinangaan ng mga netizens",Fake,lolo nanlibre customers jollibee hinangaan netizens,"['lolo', 'nanlibre', 'customers', 'jollibee', ',', 'hinangaan', 'netizens']",0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lolo nanlibre', 'nanlibre customers', 'customers jollibee', 'jollibee hinangaan', 'hinangaan netizens']","['lolo nanlibre customers', 'nanlibre customers jollibee', 'customers jollibee hinangaan', 'jollibee hinangaan netizens']"
Isang lalaki humagulgol ng iyak matapos maloko at mawalan ng perang inipon niya ng 3 taon ,Fake,lalaki humagulgol iyak matapos maloko mawalan perang inipon 3 taon,"['lalaki', 'humagulgol', 'iyak', 'matapos', 'maloko', 'mawalan', 'perang', 'inipon', '3', 'taon']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,"['lalaki humagulgol', 'humagulgol iyak', 'iyak matapos', 'matapos maloko', 'maloko mawalan', 'mawalan perang', 'perang inipon', 'inipon 3', '3 taon']","['lalaki humagulgol iyak', 'humagulgol iyak matapos', 'iyak matapos maloko', 'matapos maloko mawalan', 'maloko mawalan perang', 'mawalan perang inipon', 'perang inipon 3', 'inipon 3 taon']"
"Apo, inipon ang nalikom na barya sa pamamasko upang malibre ang kanyang Lolo sa restaurant",Fake,apo inipon nalikom barya pamamasko upang malibre lolo restaurant,"['apo', ',', 'inipon', 'nalikom', 'barya', 'pamamasko', 'upang', 'malibre', 'lolo', 'restaurant']",0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['apo inipon', 'inipon nalikom', 'nalikom barya', 'barya pamamasko', 'pamamasko upang', 'upang malibre', 'malibre lolo', 'lolo restaurant']","['apo inipon nalikom', 'inipon nalikom barya', 'nalikom barya pamamasko', 'barya pamamasko upang', 'pamamasko upang malibre', 'upang malibre lolo', 'malibre lolo restaurant']"
"111-anyos na centenarian, hindi pa natatanggap ang P100,000 magmula nang siya ay umabot ng 100-year old",Fake,111 anyos centenarian natatanggap p100 000 magmula umabot 100 year old,"['111-anyos', 'centenarian', ',', 'natatanggap', 'p100,000', 'magmula', 'umabot', '100-year', 'old']",0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,"['111 anyos', 'anyos centenarian', 'centenarian natatanggap', 'natatanggap p100', 'p100 000', '000 magmula', 'magmula umabot', 'umabot 100', '100 year', 'year old']","['111 anyos centenarian', 'anyos centenarian natatanggap', 'centenarian natatanggap p100', 'natatanggap p100 000', 'p100 000 magmula', '000 magmula umabot', 'magmula umabot 100', 'umabot 100 year', '100 year old']"
PANOORIN: Video ng pagkanta ni Jovit Baldivino bago siya mag collapse na dahilan ng kaniyang pagpanaw,Fake,panoorin video pagkanta jovit baldivino collapse dahilan kaniyang pagpanaw,"['panoorin', ':', 'video', 'pagkanta', 'jovit', 'baldivino', 'collapse', 'dahilan', 'kaniyang', 'pagpanaw']",0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,"['panoorin video', 'video pagkanta', 'pagkanta jovit', 'jovit baldivino', 'baldivino collapse', 'collapse dahilan', 'dahilan kaniyang', 'kaniyang pagpanaw']","['panoorin video pagkanta', 'video pagkanta jovit', 'pagkanta jovit baldivino', 'jovit baldivino collapse', 'baldivino collapse dahilan', 'collapse dahilan kaniyang', 'dahilan kaniyang pagpanaw']"
"Lolit Solis, umamin na nai-inggit kay Bea Alonzon: 'Imagine mo, ang laki ng farm niya, meron siyang property sa Spain'",Fake,lolit solis umamin nai inggit kay bea alonzon 'imagine mo laki farm meron siyang property spain',"['lolit', 'solis', ',', 'umamin', 'nai-inggit', 'kay', 'bea', 'alonzon', ':', '&apos;', 'imagine', 'mo', ',', 'laki', 'farm', ',', 'meron', 'siyang', 'property', 'spain', '&apos;']",0.0,0.11538461538461539,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,"['lolit solis', 'solis umamin', 'umamin nai', 'nai inggit', 'inggit kay', 'kay bea', 'bea alonzon', ""alonzon 'imagine"", ""'imagine mo"", 'mo laki', 'laki farm', 'farm meron', 'meron siyang', 'siyang property', ""property spain'""]","['lolit solis umamin', 'solis umamin nai', 'umamin nai inggit', 'nai inggit kay', 'inggit kay bea', 'kay bea alonzon', ""bea alonzon 'imagine"", ""alonzon 'imagine mo"", ""'imagine mo laki"", 'mo laki farm', 'laki farm meron', 'farm meron siyang', 'meron siyang property', ""siyang property spain'""]"
"But at the same time, it is very clear, China is our No. 1 trade partner. And despite certain anti-Chinese elements, I would have to remind everyone that China never conquered us; never invaded the Philippines; never attempted, in any way, to take us over. So dapat  friendly socio-cultural ties and the exploitation of trade and commerce.
Source: ABS-CBN News Channel 24/7, Headstart: One-on-One with PH Senator Imee Marcos | ANC, June 1, 2022, watch from 30:35 to 31:06",Fake,but the same time it is very clear china is our no 1 trade partner and despite certain anti chinese elements i would have to remind everyone that china never conquered us never invaded the philippines never attempted in any way to take us over so friendly socio cultural ties and the exploitation of trade and commerce source abs cbn news channel 24 7 headstart one on one with ph senator imee marcos anc june 1 2022 watch from 30 35 to 31 06,"['but', 'the', 'same', 'time', ',', 'it', 'is', 'very', 'clear', ',', 'china', 'is', 'our', 'no.', '1', 'trade', 'partner', '.', 'and', 'despite', 'certain', 'anti-chinese', 'elements', ',', 'i', 'would', 'have', 'to', 'remind', 'everyone', 'that', 'china', 'never', 'conquered', 'us', ';', 'never', 'invaded', 'the', 'philippines', ';', 'never', 'attempted', ',', 'in', 'any', 'way', ',', 'to', 'take', 'us', 'over', '.', 'so', 'friendly', 'socio-cultural', 'ties', 'and', 'the', 'exploitation', 'of', 'trade', 'and', 'commerce', '.', 'source', ':', 'abs-cbn', 'news', 'channel', '24', '/', '7', ',', 'headstart', ':', 'one-on-one', 'with', 'ph', 'senator', 'imee', 'marcos', '&#124;', 'anc', ',', 'june', '1', ',', '2022', ',', 'watch', 'from', '30', ':', '35', 'to', '31', ':', '06']",0.039603960396039604,0.0891089108910891,0.039603960396039604,0.019801980198019802,0.0,0.0,0.04950495049504951,0.0,0.0,0.039603960396039604,0.0,0.0,0.0891089108910891,"['but the', 'the same', 'same time', 'time it', 'it is', 'is very', 'very clear', 'clear china', 'china is', 'is our', 'our no', 'no 1', '1 trade', 'trade partner', 'partner and', 'and despite', 'despite certain', 'certain anti', 'anti chinese', 'chinese elements', 'elements i', 'i would', 'would have', 'have to', 'to remind', 'remind everyone', 'everyone that', 'that china', 'china never', 'never conquered', 'conquered us', 'us never', 'never invaded', 'invaded the', 'the philippines', 'philippines never', 'never attempted', 'attempted in', 'in any', 'any way', 'way to', 'to take', 'take us', 'us over', 'over so', 'so friendly', 'friendly socio', 'socio cultural', 'cultural ties', 'ties and', 'and the', 'the exploitation', 'exploitation of', 'of trade', 'trade and', 'and commerce', 'commerce source', 'source abs', 'abs cbn', 'cbn news', 'news channel', 'channel 24', '24 7', '7 headstart', 'headstart one', 'one on', 'on one', 'one with', 'with ph', 'ph senator', 'senator imee', 'imee marcos', 'marcos anc', 'anc june', 'june 1', '1 2022', '2022 watch', 'watch from', 'from 30', '30 35', '35 to', 'to 31', '31 06']","['but the same', 'the same time', 'same time it', 'time it is', 'it is very', 'is very clear', 'very clear china', 'clear china is', 'china is our', 'is our no', 'our no 1', 'no 1 trade', '1 trade partner', 'trade partner and', 'partner and despite', 'and despite certain', 'despite certain anti', 'certain anti chinese', 'anti chinese elements', 'chinese elements i', 'elements i would', 'i would have', 'would have to', 'have to remind', 'to remind everyone', 'remind everyone that', 'everyone that china', 'that china never', 'china never conquered', 'never conquered us', 'conquered us never', 'us never invaded', 'never invaded the', 'invaded the philippines', 'the philippines never', 'philippines never attempted', 'never attempted in', 'attempted in any', 'in any way', 'any way to', 'way to take', 'to take us', 'take us over', 'us over so', 'over so friendly', 'so friendly socio', 'friendly socio cultural', 'socio cultural ties', 'cultural ties and', 'ties and the', 'and the exploitation', 'the exploitation of', 'exploitation of trade', 'of trade and', 'trade and commerce', 'and commerce source', 'commerce source abs', 'source abs cbn', 'abs cbn news', 'cbn news channel', 'news channel 24', 'channel 24 7', '24 7 headstart', '7 headstart one', 'headstart one on', 'one on one', 'on one with', 'one with ph', 'with ph senator', 'ph senator imee', 'senator imee marcos', 'imee marcos anc', 'marcos anc june', 'anc june 1', 'june 1 2022', '1 2022 watch', '2022 watch from', 'watch from 30', 'from 30 35', '30 35 to', '35 to 31', 'to 31 06']"
The most fertile woman on Earth. Kilalanin ang babaeng may 44 na anak,Fake,the most fertile woman on earth kilalanin babaeng 44 anak,"['the', 'most', 'fertile', 'woman', 'on', 'earth', '.', 'kilalanin', 'babaeng', '44', 'anak']",0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,"['the most', 'most fertile', 'fertile woman', 'woman on', 'on earth', 'earth kilalanin', 'kilalanin babaeng', 'babaeng 44', '44 anak']","['the most fertile', 'most fertile woman', 'fertile woman on', 'woman on earth', 'on earth kilalanin', 'earth kilalanin babaeng', 'kilalanin babaeng 44', 'babaeng 44 anak']"
"Misis na pinag-send ng selfie ni mister, nagkaroon ng instant ₱10,000 pesos!",Fake,misis pinag send selfie mister instant 10 000 pesos,"['misis', 'pinag-send', 'selfie', 'mister', ',', 'instant', '₱', '10,000', 'pesos', '!']",0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,"['misis pinag', 'pinag send', 'send selfie', 'selfie mister', 'mister instant', 'instant 10', '10 000', '000 pesos']","['misis pinag send', 'pinag send selfie', 'send selfie mister', 'selfie mister instant', 'mister instant 10', 'instant 10 000', '10 000 pesos']"
" Kindergarten student, plastic bottle ng toyo ang gamit na baunan ng tubig",Fake,kindergarten student plastic bottle toyo gamit baunan tubig,"['kindergarten', 'student', ',', 'plastic', 'bottle', 'toyo', 'gamit', 'baunan', 'tubig']",0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['kindergarten student', 'student plastic', 'plastic bottle', 'bottle toyo', 'toyo gamit', 'gamit baunan', 'baunan tubig']","['kindergarten student plastic', 'student plastic bottle', 'plastic bottle toyo', 'bottle toyo gamit', 'toyo gamit baunan', 'gamit baunan tubig']"
 Sunshine Cruz nagsalita na patungkol sa balitang nabuntis siya ng dating asawa na si Cesar Montano,Fake,sunshine cruz nagsalita patungkol balitang nabuntis dating asawa cesar montano,"['sunshine', 'cruz', 'nagsalita', 'patungkol', 'balitang', 'nabuntis', 'dating', 'asawa', 'cesar', 'montano']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['sunshine cruz', 'cruz nagsalita', 'nagsalita patungkol', 'patungkol balitang', 'balitang nabuntis', 'nabuntis dating', 'dating asawa', 'asawa cesar', 'cesar montano']","['sunshine cruz nagsalita', 'cruz nagsalita patungkol', 'nagsalita patungkol balitang', 'patungkol balitang nabuntis', 'balitang nabuntis dating', 'nabuntis dating asawa', 'dating asawa cesar', 'asawa cesar montano']"
Pinutol nga ba ni Mel Tiangco ang slogan ng GMA News’ na walang kasinungalingan sa kanyang closing spiels?,Fake,pinutol nga ba mel tiangco slogan gma news kasinungalingan closing spiels,"['pinutol', 'nga', 'ba', 'mel', 'tiangco', 'slogan', 'gma', 'news', '’', 'kasinungalingan', 'closing', 'spiels', '?']",0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"['pinutol nga', 'nga ba', 'ba mel', 'mel tiangco', 'tiangco slogan', 'slogan gma', 'gma news', 'news kasinungalingan', 'kasinungalingan closing', 'closing spiels']","['pinutol nga ba', 'nga ba mel', 'ba mel tiangco', 'mel tiangco slogan', 'tiangco slogan gma', 'slogan gma news', 'gma news kasinungalingan', 'news kasinungalingan closing', 'kasinungalingan closing spiels']"
"Isang Non-profit Organization sa Laguna, Handog ay libreng pabahay at pagkain para sa mga nangangailangan.",Fake,non profit organization laguna handog libreng pabahay pagkain nangangailangan,"['non-profit', 'organization', 'laguna', ',', 'handog', 'libreng', 'pabahay', 'pagkain', 'nangangailangan', '.']",0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,"['non profit', 'profit organization', 'organization laguna', 'laguna handog', 'handog libreng', 'libreng pabahay', 'pabahay pagkain', 'pagkain nangangailangan']","['non profit organization', 'profit organization laguna', 'organization laguna handog', 'laguna handog libreng', 'handog libreng pabahay', 'libreng pabahay pagkain', 'pabahay pagkain nangangailangan']"
" Mga kinaing handa sa party, ayaw bayaran dahil hindi umano 'worth it' sa presyo: Mayaman, pero nang-aapak ka ng tao",Fake,kinaing handa party ayaw bayaran umano 'worth it' presyo mayaman aapak tao,"['kinaing', 'handa', 'party', ',', 'ayaw', 'bayaran', 'umano', '&apos;', 'worth', 'it', '&apos;', 'presyo', ':', 'mayaman', ',', 'nang-aapak', 'tao']",0.0,0.08,0.04,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,"['kinaing handa', 'handa party', 'party ayaw', 'ayaw bayaran', 'bayaran umano', ""umano 'worth"", ""'worth it'"", ""it' presyo"", 'presyo mayaman', 'mayaman aapak', 'aapak tao']","['kinaing handa party', 'handa party ayaw', 'party ayaw bayaran', 'ayaw bayaran umano', ""bayaran umano 'worth"", ""umano 'worth it'"", ""'worth it' presyo"", ""it' presyo mayaman"", 'presyo mayaman aapak', 'mayaman aapak tao']"
"Dahil sa selos, Labrador inataké ang kambal na sanggol",Fake,selos labrador inatak kambal sanggol,"['selos', ',', 'labrador', 'inataké', 'kambal', 'sanggol']",0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['selos labrador', 'labrador inatak', 'inatak kambal', 'kambal sanggol']","['selos labrador inatak', 'labrador inatak kambal', 'inatak kambal sanggol']"
"Kwento ng sakripisyo at pagpupursigi, dating delivery rider at fastfood crew noon, isang alagad ng batas na ngayon",Fake,kwento sakripisyo pagpupursigi dating delivery rider fastfood crew alagad batas,"['kwento', 'sakripisyo', 'pagpupursigi', ',', 'dating', 'delivery', 'rider', 'fastfood', 'crew', ',', 'alagad', 'batas']",0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['kwento sakripisyo', 'sakripisyo pagpupursigi', 'pagpupursigi dating', 'dating delivery', 'delivery rider', 'rider fastfood', 'fastfood crew', 'crew alagad', 'alagad batas']","['kwento sakripisyo pagpupursigi', 'sakripisyo pagpupursigi dating', 'pagpupursigi dating delivery', 'dating delivery rider', 'delivery rider fastfood', 'rider fastfood crew', 'fastfood crew alagad', 'crew alagad batas']"
"Julia, Claudia, at Leon Barreto, naikumpara umano ng mga netizen sa mga anak ni Ruffa na sina Lorin at Venice",Fake,julia claudia leon barreto naikumpara umano netizen anak ruffa sina lorin venice,"['julia', ',', 'claudia', ',', 'leon', 'barreto', ',', 'naikumpara', 'umano', 'netizen', 'anak', 'ruffa', 'sina', 'lorin', 'venice']",0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['julia claudia', 'claudia leon', 'leon barreto', 'barreto naikumpara', 'naikumpara umano', 'umano netizen', 'netizen anak', 'anak ruffa', 'ruffa sina', 'sina lorin', 'lorin venice']","['julia claudia leon', 'claudia leon barreto', 'leon barreto naikumpara', 'barreto naikumpara umano', 'naikumpara umano netizen', 'umano netizen anak', 'netizen anak ruffa', 'anak ruffa sina', 'ruffa sina lorin', 'sina lorin venice']"
"Hipon Girl Herlene Budol, pinapatira ni Willie Revillame sa isang unit sa kanyang Wil Tower!",Fake,hipon girl herlene budol pinapatira willie revillame unit wil tower,"['hipon', 'girl', 'herlene', 'budol', ',', 'pinapatira', 'willie', 'revillame', 'unit', 'wil', 'tower', '!']",0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,"['hipon girl', 'girl herlene', 'herlene budol', 'budol pinapatira', 'pinapatira willie', 'willie revillame', 'revillame unit', 'unit wil', 'wil tower']","['hipon girl herlene', 'girl herlene budol', 'herlene budol pinapatira', 'budol pinapatira willie', 'pinapatira willie revillame', 'willie revillame unit', 'revillame unit wil', 'unit wil tower']"
"Tatay na Pasilip-silip sa Shop ng Damit dahil Nais Bilhan ang Anak, May Natanggap na Sorpresa!",Fake,tatay pasilip silip shop damit bilhan anak natanggap sorpresa,"['tatay', 'pasilip-silip', 'shop', 'damit', 'bilhan', 'anak', ',', 'natanggap', 'sorpresa', '!']",0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,"['tatay pasilip', 'pasilip silip', 'silip shop', 'shop damit', 'damit bilhan', 'bilhan anak', 'anak natanggap', 'natanggap sorpresa']","['tatay pasilip silip', 'pasilip silip shop', 'silip shop damit', 'shop damit bilhan', 'damit bilhan anak', 'bilhan anak natanggap', 'anak natanggap sorpresa']"
"Regine Velasquez, ikinuwento ang hindi magandang karanasan niya sa Louis Vuitton store sa New York",Fake,regine velasquez ikinuwento magandang karanasan louis vuitton store new york,"['regine', 'velasquez', ',', 'ikinuwento', 'magandang', 'karanasan', 'louis', 'vuitton', 'store', 'new', 'york']",0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['regine velasquez', 'velasquez ikinuwento', 'ikinuwento magandang', 'magandang karanasan', 'karanasan louis', 'louis vuitton', 'vuitton store', 'store new', 'new york']","['regine velasquez ikinuwento', 'velasquez ikinuwento magandang', 'ikinuwento magandang karanasan', 'magandang karanasan louis', 'karanasan louis vuitton', 'louis vuitton store', 'vuitton store new', 'store new york']"
pinaka unang Pinoy na nahatulan ng death penalty sa Pinas .,Fake,pinaka unang pinoy nahatulan death penalty pinas,"['pinaka', 'unang', 'pinoy', 'nahatulan', 'death', 'penalty', 'pinas', '.']",0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['pinaka unang', 'unang pinoy', 'pinoy nahatulan', 'nahatulan death', 'death penalty', 'penalty pinas']","['pinaka unang pinoy', 'unang pinoy nahatulan', 'pinoy nahatulan death', 'nahatulan death penalty', 'death penalty pinas']"
"Babaeng sinaway sa istorbo nitong buhok sa jeep, nagalit at minura ang nagreklamong pasahero Nakarebond ako!",Fake,babaeng sinaway istorbo nitong buhok jeep nagalit minura nagreklamong pasahero nakarebond,"['babaeng', 'sinaway', 'istorbo', 'nitong', 'buhok', 'jeep', ',', 'nagalit', 'minura', 'nagreklamong', 'pasahero', 'nakarebond', '!']",0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['babaeng sinaway', 'sinaway istorbo', 'istorbo nitong', 'nitong buhok', 'buhok jeep', 'jeep nagalit', 'nagalit minura', 'minura nagreklamong', 'nagreklamong pasahero', 'pasahero nakarebond']","['babaeng sinaway istorbo', 'sinaway istorbo nitong', 'istorbo nitong buhok', 'nitong buhok jeep', 'buhok jeep nagalit', 'jeep nagalit minura', 'nagalit minura nagreklamong', 'minura nagreklamong pasahero', 'nagreklamong pasahero nakarebond']"
"Netizen na kinutya at ininsulto ng mga kakampink dahil sa pag suporta kay BBM, naglabas ng saloobin",Fake,netizen kinutya ininsulto kakampink suporta kay bbm naglabas saloobin,"['netizen', 'kinutya', 'ininsulto', 'kakampink', 'suporta', 'kay', 'bbm', ',', 'naglabas', 'saloobin']",0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,"['netizen kinutya', 'kinutya ininsulto', 'ininsulto kakampink', 'kakampink suporta', 'suporta kay', 'kay bbm', 'bbm naglabas', 'naglabas saloobin']","['netizen kinutya ininsulto', 'kinutya ininsulto kakampink', 'ininsulto kakampink suporta', 'kakampink suporta kay', 'suporta kay bbm', 'kay bbm naglabas', 'bbm naglabas saloobin']"
"Dina Bonnevie, umamin na 'awkward' makipag-close kay Pauleen: Parang awkward kasi. Ano sanang topic namin? Si Vic?'",Fake,dina bonnevie umamin 'awkward' makipag close kay pauleen parang awkward kasi sanang topic vic ',"['dina', 'bonnevie', ',', 'umamin', '&apos;', 'awkward', '&apos;', 'makipag-close', 'kay', 'pauleen', ':', 'parang', 'awkward', 'kasi', '.', 'sanang', 'topic', '?', 'vic', '?', '&apos;']",0.04,0.04,0.04,0.0,0.08,0.0,0.04,0.12,0.0,0.0,0.0,0.0,0.0,"['dina bonnevie', 'bonnevie umamin', ""umamin 'awkward'"", ""'awkward' makipag"", 'makipag close', 'close kay', 'kay pauleen', 'pauleen parang', 'parang awkward', 'awkward kasi', 'kasi sanang', 'sanang topic', 'topic vic', ""vic '""]","['dina bonnevie umamin', ""bonnevie umamin 'awkward'"", ""umamin 'awkward' makipag"", ""'awkward' makipag close"", 'makipag close kay', 'close kay pauleen', 'kay pauleen parang', 'pauleen parang awkward', 'parang awkward kasi', 'awkward kasi sanang', 'kasi sanang topic', 'sanang topic vic', ""topic vic '""]"
Batang babae muntik ng makuryente matapos isaksak ang tsani sa extension cord,Fake,batang babae muntik makuryente matapos isaksak tsani extension cord,"['batang', 'babae', 'muntik', 'makuryente', 'matapos', 'isaksak', 'tsani', 'extension', 'cord']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['batang babae', 'babae muntik', 'muntik makuryente', 'makuryente matapos', 'matapos isaksak', 'isaksak tsani', 'tsani extension', 'extension cord']","['batang babae muntik', 'babae muntik makuryente', 'muntik makuryente matapos', 'makuryente matapos isaksak', 'matapos isaksak tsani', 'isaksak tsani extension', 'tsani extension cord']"
"Cake na inorder para sa kaarawan ng isang 90-year-old, biglang ikinancel sa mismong araw ng delivery",Fake,cake inorder kaarawan 90 year old biglang ikinancel mismong araw delivery,"['cake', 'inorder', 'kaarawan', '90-year-old', ',', 'biglang', 'ikinancel', 'mismong', 'araw', 'delivery']",0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,"['cake inorder', 'inorder kaarawan', 'kaarawan 90', '90 year', 'year old', 'old biglang', 'biglang ikinancel', 'ikinancel mismong', 'mismong araw', 'araw delivery']","['cake inorder kaarawan', 'inorder kaarawan 90', 'kaarawan 90 year', '90 year old', 'year old biglang', 'old biglang ikinancel', 'biglang ikinancel mismong', 'ikinancel mismong araw', 'mismong araw delivery']"
"Dalaga mula sa Zamboanga, bigla umanong nabuntis matapos maligo sa swimming pool",Fake,dalaga zamboanga bigla umanong nabuntis matapos maligo swimming pool,"['dalaga', 'zamboanga', ',', 'bigla', 'umanong', 'nabuntis', 'matapos', 'maligo', 'swimming', 'pool']",0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['dalaga zamboanga', 'zamboanga bigla', 'bigla umanong', 'umanong nabuntis', 'nabuntis matapos', 'matapos maligo', 'maligo swimming', 'swimming pool']","['dalaga zamboanga bigla', 'zamboanga bigla umanong', 'bigla umanong nabuntis', 'umanong nabuntis matapos', 'nabuntis matapos maligo', 'matapos maligo swimming', 'maligo swimming pool']"
"1st Time Car Owner na Tinipid daw ng Agent, Supalpal! Sa 10k DP, ang daming demands?",Fake,1st time car owner tinipid daw agent supalpal 10k dp daming demands,"['1st', 'time', 'car', 'owner', 'tinipid', 'daw', 'agent', ',', 'supalpal', '!', '10k', 'dp', ',', 'daming', 'demands', '?']",0.0,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.1,"['1st time', 'time car', 'car owner', 'owner tinipid', 'tinipid daw', 'daw agent', 'agent supalpal', 'supalpal 10k', '10k dp', 'dp daming', 'daming demands']","['1st time car', 'time car owner', 'car owner tinipid', 'owner tinipid daw', 'tinipid daw agent', 'daw agent supalpal', 'agent supalpal 10k', 'supalpal 10k dp', '10k dp daming', 'dp daming demands']"
"Huli Ka! Modus ng isang Bogus Buyer, Ibinunyag ng Delivery Rider",Fake,huli modus bogus buyer ibinunyag delivery rider,"['huli', '!', 'modus', 'bogus', 'buyer', ',', 'ibinunyag', 'delivery', 'rider']",0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['huli modus', 'modus bogus', 'bogus buyer', 'buyer ibinunyag', 'ibinunyag delivery', 'delivery rider']","['huli modus bogus', 'modus bogus buyer', 'bogus buyer ibinunyag', 'buyer ibinunyag delivery', 'ibinunyag delivery rider']"
"'Carrot Man' o Jeyrick Sigmaton sa tunay na buhay, WAGI bilang 'Best Actor' sa New York!",Fake,'carrot man' jeyrick sigmaton tunay buhay wagi 'best actor' new york,"['&apos;', 'carrot', 'man', '&apos;', 'jeyrick', 'sigmaton', 'tunay', 'buhay', ',', 'wagi', '&apos;', 'best', 'actor', '&apos;', 'new', 'york', '!']",0.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.0,0.18181818181818182,0.0,0.045454545454545456,0.0,0.0,0.0,"[""'carrot man'"", ""man' jeyrick"", 'jeyrick sigmaton', 'sigmaton tunay', 'tunay buhay', 'buhay wagi', ""wagi 'best"", ""'best actor'"", ""actor' new"", 'new york']","[""'carrot man' jeyrick"", ""man' jeyrick sigmaton"", 'jeyrick sigmaton tunay', 'sigmaton tunay buhay', 'tunay buhay wagi', ""buhay wagi 'best"", ""wagi 'best actor'"", ""'best actor' new"", ""actor' new york""]"
"Pag-iibigan ng isang binatilyo at 71-anyos na lola, umani ng ibat-ibang reaksyon",Fake,iibigan binatilyo 71 anyos lola umani ibat ibang reaksyon,"['pag-iibigan', 'binatilyo', '71-anyos', 'lola', ',', 'umani', 'ibat-ibang', 'reaksyon']",0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,"['iibigan binatilyo', 'binatilyo 71', '71 anyos', 'anyos lola', 'lola umani', 'umani ibat', 'ibat ibang', 'ibang reaksyon']","['iibigan binatilyo 71', 'binatilyo 71 anyos', '71 anyos lola', 'anyos lola umani', 'lola umani ibat', 'umani ibat ibang', 'ibat ibang reaksyon']"
