Statement,Rating
WOMAN ARRESTED FOR TRAINING SQUIRRELS TO ATTACK HER EX-BOYFRIEND,Fake
MAN ACCUSED OF EJACULATING IN HIS BOSS’ COFFEE EVERYDAY FOR 4 YEARS,Fake
Marjorie Taylor Greene Accuses Biden & Family Of ‘Human Trafficking’,Fake
Minneapolis public schools will host ‘gender resource fair’ to promote drugging and mutilating children,Fake
‘Cancel Culture’ Demands White House Be Torn Down or Face “New Civil War” on US Soil,Fake
"With the Communist coup & overthrow of America all but complete, a full-scale invasion is on",Fake
Man Arrested After Stealing Money From Step-Daughter’s Piggy Bank,Fake
Elon Musk removes  verified “blue check” status of senior members of the Taliban,Fake
"Celine Dion To Start Cancer Foundation, Wants Your Money",Fake
"Man In Coma For 26 Years Wakes Up, Decides To Be Medically Induced For An Extra Year So He’ll Be Eligible For Retirement",Fake
CBS’ boycott of Twitter lasts less than 48 hours,Fake
New Zealand’s Jacinda Ardern Takes On New Role To Tackle ‘Online Extremism’,Fake
Former WH Doctor Blasts Biden’s Health Report – Calls For An End To The ‘Cover-Up’,Fake
Shooting for Women Alliance founder: You are your only responder when things go bad,Fake
Farmers Will Be Forced To Feed Cows ‘Methane Suppressants’ To Stop Them Burping & Farting,Fake
"Nostradamus predictions for 2023: World War III, meteor hitting Buckingham Palace, an antichrist and more!",Fake
NASA Drops Bombshell; Admits Moon Landings Were Faked,Fake
‘Unholy’ Grammy Performance Sponsored By Big Pharma Giant Pfizer,Fake
Leaked military documents reveal America’s dirty secret about SPYING on its own allies,Fake
NBC suspends Miguel Almaguer for telling the truth about Paul Pelosi,Fake
Trump Unleashes Epic Battle Cry: Promises to Destroy Deep State and Take Down New World Order,Fake
Monica Lewinsky Says She Is Voting For Hillary Clinton,Fake
California’s new “misinformation” law to punish free speech while fueling spread of state-sponsored falsehoods,Fake
Moviegoers Burn Down Theatre After Showing of Controversial Film That Portrays Jesus Christ as Gay,Fake
BOLD LEADERSHIP: RFK Jr. blasts Biden in latest campaign speech – “My mission … will be to end the corrupt merger of state and corporate power”,Fake
Nike Admits To Making Some Shoes From Skin of Elephants,Fake
Let the Hunter-James-Joe Biden investigations begin!,Fake
"Clinton Friend, Billionaire Financier Thomas H. Lee, Found Dead After Apparent Suicide",Fake
PAYBACK: Texas man uses Apple AirTag to TRACK and KILL truck thief,Fake
Hunter Biden’s Ukraine BioLab Partner Was Linked to Ghislaine Maxwell,Fake
Vladimir Putin on Deathbed; Orders Military To Prepare for World War 3,Fake
Whistleblowers say Credit Suisse has been helping wealthy U.S. clients dodge taxes for years,Fake
Research Suggests ‘Long Covid’ Could Be Mask-Induced Exhaustion Syndrome,Fake
SHOCKING! Hillary Clinton Having Secret Affair With Bernie Sanders,Fake
Irate Americans Demand That Country Also Leave The EU,Fake
Biden Vows To Punish Good-Credit Homebuyers To Subsidize High-Risk Mortgages,Fake
"EPA scientist and whistleblower Dr. David Lewis interviewed by Mike Adams: Train wrecks, dioxins, biosludge and the EPA’s pollution protection racket",Fake
"United Airlines brags about all LGBTQ flight crew on flight from San Francisco to Sydney, Australia",Fake
The First Amendment isn’t absolute: Democrats pushed for more “moderation” after Hunter Biden laptop coverup,Fake
"After calling for a renewed moratorium on gain-of-function research, former CDC Director warns that a “great pandemic is coming”",Fake
Transgender Posts Sobbing Selfie After TSA Agent Touched His Balls,Fake
WEF Declares ‘Humans Are a Plague’ and ‘AI Is the Cure’,Fake
The Chilling Reason Why Bud Light & Nike Are Partnering With Trans Activist Dylan Mulvaney,Fake
"U.S. intelligence spying on UN secretary general over his relationship with Russia, leaked documents reveal",Fake
CLIMATE INSANITY: UK cows to be given methane suppressants in bizarre effort to achieve lower emissions,Fake
"Transgender Youth Most Likely Group To Support Violent Radicalization, Peer Reviewed Study Finds",Fake
"Trump Stumped On Foreign Policy, Hits ‘Gotcha’ Questions",Fake
"Parts of DC renamed “Ukrainian Independence Park”, plus other wasteful crap in omnibus",Fake
"Fed-up Trump calls on Congress to defund weaponized FBI, Justice Dept.",Fake
5 Incredibly Mysterious & Unexplained Videos,Fake
Man Commits Suicide Over Star Wars Main Character Being Black #BoycottStarWarsVII,Fake
"Check out the Health Ranger’s interview with George Howard of Cosmic Summit 2023 as they discuss comet impact theory, Earth’s mysteries and more",Fake
Survey: 43% of Americans think acceptance of transgenderism has gone too far,Fake
President Trump Says He Will ‘Completely Pardon’ Bill Cosby After His Sentencing,Fake
California Drops Plan For Children’s Covid Jab Mandate,Fake
Conservatives Demand To Know Why FBI Hasn’t Raided Biden’s Home After Finding Yet More Classified Documents,Fake
Scientists develop way to extract metals from mining waste using engineered microorganisms,Fake
Engineered financial coup designed to trigger currency crash and usher in CBDC,Fake
"Slamming Anti-Porn Bill, Teacher Says Parents Not Qualified To Decide What Their Kids Learn",Fake
Bloody Chicken Embryos In Thousands Of Eggs Sold In Major Food Retailers Across U.S.,Fake
"After Several States Legalize Marijuana During Elections, Walmart Announces Plans To Sell Pot Seeds, Seedlings",Fake
How to make a DIY hand sanitizer using essential oils,Fake
Economist: Silicon Valley Bank collapse just the “tip of the iceberg” under Biden admin’s reckless economic policies,Fake
"Silicon Valley Bank collapse sends investors scrambling toward bonds, gold",Fake
"Home Depot Founder Vies to Become Official Sponsor of Mexico-America Wall, Endorses Trump",Fake
“Substantial scientific evidence” shows that RF radiation from mobile phones causes cancer,Fake
Barack Obama’s Family Admit He’s NOT American and Michelle Is ‘Not What He Seems’,Fake
Teenager Kills Parents With Machete After They Deny Him Dessert,Fake
Russia accuses Lindsey Graham of trying to start an “apocalyptic conflict”,Fake
In 2003 Australians Were Threatened With Prosecution For Claiming Face Masks Worked Against Viruses,Fake
Lance Reddick actor best known for John Wick dies suddenly,Fake
"WEF Chauffeur Admits VIP Elites Refuse To Ride In Electric Cars, Demand Gas",Fake
Study Confirms ChatGPT Has ‘Extreme Leftist Bias’ and Discriminates Against White Conservatives,Fake
Hillary Clinton: ‘People Who Identify as Women Are Being RAPED by Man-Made Climate Change’,Fake
Two Years After Saying “Screw Your Freedom” Arnold Schwarzenegger Apologizes,Fake
Cambridge University Blocked White Students From Applying For Post-Graduate Programme,Fake
Pfizer Launches Investigation Into Jab-Related Heart Attacks Following Public Backlash,Fake
New Video Game ‘Active Shooter’ Allows You To Take on the Role of a School Shooter,Fake
Texas border sector reports 10K known border crossers in single week,Fake
AOC the bartender may challenge New York communist Democrat Kirsten Gillibrand in 2024 primary,Fake
Two Tennessee communist Democrat insurrectionists expelled from General Assembly,Fake
Woman Gets Pregnant After Sleeping at Hotel With Dirty Sheets,Fake
David DuByne warns: Forced rationing of food and fuel already happening via “excess consumption” programs – Brighteon.TV,Fake
Norfolk Southern train involved in deadly collusion in Ohio (Cleveland),Fake
"Anthropology professor denies physical science, laughably insists there’s no way to tell gender from human bones",Fake
Top 12 REPLACEMENTS the fascist Democrats aim to accomplish to overthrow the America we once knew,Fake
Conservative Think Tank Calls For ‘Minimum Income’ In UK,Fake
"Dr. Pepper Announces Production Halt, Purchase By Coca-Cola",Fake
US Taxpayers Have A ‘Duty’ To Defend Ukraine’s Border From Invasion Janet Yellen Claims,Fake
"Biden administration offers paid leave, free travel for Coast Guard servicemembers who want to get an abortion",Fake
Ex-Subway Spokesman Jared Fogle Says He Has Been Raped ‘Over 600 Times’ So Far in Prison,Fake
Gwyneth Paltrow’s Vagina-Scented Candle Is Reportedly Giving People Herpes in Their Nasal Passages,Fake
Tilda Swinton Blasts Hollywood: ‘They Tried Forcing Me To Wear a Useless Mask – NOT Anymore’,Fake
RIGGED: Daughter of judge overseeing Trump’s Manhattan DA case is Democrat activist who worked to elect Biden,Fake
Incoming First Minister of Scotland Complains There Are ‘Too Many White People’,Fake
"EXCLUSIVE: Bombshell photos, video of UN-sponsored human migration camp at Darien Gap where global migrants assemble for transport to the United States",Fake
UK Gov’t Bombshell: ‘COVID Vaccines Are Killing Working Age People in Record Numbers’,Fake
Cadbury Accused of ‘Crapping All Over’ Easter,Fake
NYPD Deploys Thousands of Officers in Preparation for Trump Arrest,Fake
Michigan Senate passes 11 RED FLAG “gun safety” bills to restrict Second Amendment rights of state residents,Fake
Learn how to decipher packaged food labels and avoid harmful ingredients,Fake
"Capitol Police were supposed to monitor live video surveillance outside the Pelosi’s San Francisco residence, they didn’t",Fake
Obama Increase Importation Of Immigrants Following Orlando Shooting,Fake
‘Cash Me Outside’ Girl Revealed To Actually Be 45-Year-Old Man,Fake
Democrat NYC Mayor Eric Adams Blasts ‘Woke Mob’ Who ‘Hijacked’ the Democrat Party,Fake
WARNING: Gangs Are Using Bloody Car Seats to Lure Female Motorists Out of Their Vehicles,Fake
Atlanta Teen Gets Hands Amputated After Doing “Rich Gang Challenge”,Fake
Birds Falling From Sky 378 Miles From East Palestine As Gov’t Insists Ground Zero Is Safe For Humans,Fake
CITY IN COLLAPSE: Every Walmart in Portland is closing as anti-cop city leaders allow rampant crime to annihilate retailers,Fake
Anheuser Busch halting all market efforts to “reevaluate” after losing $6 billion in a week,Fake
"BOMBSHELL REVELATION: State Department’s GEC, Soros’s open society, the EU, and UK are funding the “disinformation index”: A pseudo-nonprofit that “blacklists” Conservative news from online advertisers",Fake
"SVB had NO head of ‘risk assessment’ for nine months before it collapsed… as woke boss for Europe, Middle East and Africa was busy organizing a month-long Pride campaign and a ‘Lesbian Visibility Day’",Fake
Biden Exposed Funding ‘Urgent’ Lab Research Into ‘Correcting False Beliefs’,Fake
Mexico depicts Philadelphia street scenes in anti-drug ads,Fake
Viral Teens Who Spelled Racial Slur With T-Shirts Forced Into Protective Custody,Fake
China increases military budget to $224 BILLION in preparation for invasion of Taiwan,Fake
Creepy Clown Arrested: Police Find 11 Bodies Stuffed in Freezers in Home,Fake
Nashville transgender Christian school shooting occurred just days after “Trans Day of Vengeance” protest,Fake
Scum Democrats blame Monterey Park mass shooting on AAPI “hate”,Fake
Nashville trans shooter’s manifesto BURIED by LGBT cultists – will we ever know the truth?,Fake
Proposed California bill seeks to mandate Merck’s Gardasil HPV vaccine for children entering eighth grade,Fake
"MEDICAL MALICE: Without warrants, FBI is secretly working with hospitals to disarm Americans",Fake
New Kathy Griffin low: Tweets from her dead mother’s account,Fake
US Warns China Of ‘Consequences’ If It Provides Military Aid To Russia,Fake
Fully Vaccinated Olympian Dies ‘Suddenly’ After His Brain Explodes,Fake
"Exclusive: University of Utah Medical School is shelling out top dollar for ‘woke’ speakers who ‘grift off academic institutions’ – paying more than $18,000 in a single week",Fake
Research shows food dyes can damage DNA structure and cause cancer,Fake
Catholic Archdiocese for the Military Services booted from Walter Reed for secular group,Fake
Trump Claims Victory After Castro’s Death: ‘I Did It!’,Fake
Americans continue to suffer as hospitals refuse to be transparent about their prices,Fake
Ireland: Protests Erupt After It’s Revealed That Govt Moved Migrants Into Local School,Fake
"Of course… Lori Lightfoot says she was treated unfairly because of her race, gender",Fake
Oregon state lawmakers pass bill seeking to provide $1K per month to homeless and low-income people,Fake
NBC suspends hack Ben Collins for ‘not editorially appropriate’ content over Elon Musk,Fake
"Teen Gives Birth To Eleven Babies, Claims She’s Never Even Had Sex",Fake
Justin Trudeau To Legalize Hard Drugs for Children: “It’s Time To Destigmatize Class A’s”,Fake
Red Pistachios Making Comeback After Disappearing From Market Decades Ago,Fake
Government’s Scientific Advisers Say UK Should Start Vaccine Trials For Chickens,Fake
Oxfam’s ‘Inclusivity’ Guide Tells Staff Not To Use ‘Offensive’ Words Like ‘Mother’,Fake
‘Salacious’ Allegations Against Jeffrey Epstein Associates Due To Be Made Public,Fake
Mexico Bans Chemtrails and Geoengineering After Rogue Startup Attempts To Dim The Sun,Fake
Soros: Climate Change Is The ‘Biggest Problem’ Facing The World,Fake
Stephen King (leftist horror writer) wants Elon Musk to give him free blue check because of Ukraine,Fake
Angry Mob Burns Down Denny’s Restaurant After Finding It Closed,Fake
Meet the RINOs who got Sam Bankman-Fried dirty money,Fake
"Crips Gang Initiates First White, Suburban Teen",Fake
Jamie Lee Curtis Deletes Instagram Post Showing Naked Child Stuffed In a Suitcase,Fake
AOC rebuked for ‘demanding’ Japan ’embrace LGBTQ alphabet wokeness’,Fake
DeSantis Boasts He Can ‘Win Presidency’ Now That Trump Is Getting Arrested,Fake
Every stage of plastic production and use is harming human health: report,Fake
Newsmax is first to call Georgia Runoff for communist Raphael Warnock,Fake
January 6 hearing staffers turn against Liz Cheney,Fake
Meltdown! Alvin Bragg grand jury out for the week,Fake
Fail again – Alvin Bragg grand jury out until next week,Fake
Police Arrest Trans WEF Activist for Attempting To Murder HUNDREDS of Christian Kids,Fake
"Klaus Schwab, George Soros Pull Out of WEF Davos Summit At The Last Minute",Fake
House Cat Wanted By Police After Robbing Massachusetts Liquor Store,Fake
"Biden, regulators fail to de-escalate banking sector panic following SVB collapse",Fake
Faux News stooge Geraldo Rivera whines about Hunter Biden investigation,Fake
Nina Jankowicz begs for money to sue Fox News,Fake
Transgender “affirmation” is creating a societal scourge of “people with untreated mental health conditions and raging narcissism”,Fake
"Mass shooting in Monterey Park – 10 dead, 10 injured – Suspect at large (described as Asian male)",Fake
"Michigan Welfare Changes Start in January – No More Soda, Chips, Candy, or Junk Food",Fake
Indiana Woman Gives Birth To 11 Baby Boys WITHOUT C-Section Delivery,Fake
Pedophile Who Identities As Baby Girl Caught Breaking Into Day Care,Fake
About that New York Times story concerning the “online leak” of U.S. Ukraine and geopolitical plans,Fake
Freudian slip? Karine Jean Pierre says president is Obama,Fake
Serial Killer Leaves Saltine Crackers On White-Only Victims; Dubbed ‘Cracka-Killer’,Fake
Senile Joe Biden thinks there are 54 states,Fake
"Hillary Clinton Comes Forward To Reveal She Was Born A Boy, “The Transition Was Difficult, But Worth It”",Fake
BREAKING: OJ Simpson Reportedly Killed In Prison,Fake
Top Silicon Valley Bank Execs Sold Their Stocks Weeks Before Crash,Fake
A tsunami of debt worth more than $1.5 trillion coming due for commercial property owners,Fake
Statue Of Naked Bearded Man Breastfeeding Baby Placed Outside Denmark’s Former Women’s Museum,Fake
AOC Wants Government To Censor Tucker Carlson & FOX News Hosts for “Inciting Violence”,Fake
Convicted Pedophile and Former Subway Pitchman Jared Fogle Endorses Donald Trump,Fake
Toddler Dies After Mother Uses Cell Phone In Emergency Room,Fake
Donald Trump Makes MASSIVE Donation of Play-Doh To Texas Flood Victims; ‘They Need Things To Do and To Have Fun’,Fake
Elon Musk’s Brain Chip Company Neuralink Moves A Step Closer To Human Trials,Fake
"Woman Arrested for Stealing a 6-Pack of Beer, Smuggling it Out in Her Vagina",Fake
"Anheuser-Busch discriminated against Asian-Americans, men in employment practices (allegedly)",Fake
GMOs linked to increased pesticide use and loss of biodiversity,Fake
That Texas gold-backed digital currency bill is a step backwards,Fake
Top Democrat Doctor Calls for Unvaccinated To Be Shot to Death in Nazi-Style Executions,Fake
"23 Yr Old Died Unexpectedly After ‘Catastrophic Reaction’ To Covid Jab, Inquiry Told",Fake
NASA Reveals Discovery Of New “Marijuana” Planet,Fake
Female Olympic swimmer leading boycott of Nike after brand partners with trans biological male to promote women’s sports bras,Fake
Massachusetts Air National Guardsman named Jack Teixeira arrested of leaking top secret documents,Fake
Child of communist Katherine M. Clark arrested for assaulting cop during Boston Antifa event,Fake
Hundreds Of Homes Go Up In Flames In California Wildfires,Fake
Biden lets the secret out in Mexico City – Democrats are making it easier for illegals to get here,Fake
Fistfight Occurs Between Ted Cruz and Jeb Bush on Campaign Trail,Fake
Look at all the empty seats at the Obama-Fetterman rally,Fake
Trump tax returns released: show he committed no crime,Fake
Kellyanne Conway makes excuses dinner with slimy Andrew Cuomo,Fake
Cookie Dough Can Explodes In Woman’s Vagina During Shoplifting Incident,Fake
"Mike Tyson: “Trump Belongs In the White House, Not the Jailhouse”",Fake
TikTok to BAN Users Who Don’t Believe in Man-Made Global Warming,Fake
Ghislaine Maxwell: Epstein Was Murdered by VIP Elites,Fake
Coalition warns against using taxpayer dollars to restart dangerous nuclear power plant in Michigan,Fake
UK Gov’t Vows to Jail Big Tech Execs Who Refuse To Censor Independent Media,Fake
Joe Biden holding hands with showering partner Ashley is creepy AF,Fake
Sam Harris: ‘It’s Time To Ban Conservatives From Having Opinions’,Fake
Using Ukraine As Example Hillary Clinton Says Women Are ‘Primary Victims’ Of Climate Change,Fake
Satanic Monument In Detroit Unveiled: Is It Disrespectful?,Fake
Intel officials: China’s spy balloon gathered sensitive military info before being shot down,Fake
Autism rates in the US on the rise; California seeing record numbers,Fake
Loser Subway spox Megan Rapinoe triggered over Protection of Girls and Women in Sports Act,Fake
NATO Preparing To Hold Its Largest-Ever Air Exercises In June,Fake
‘Frontal Lobes Haven’t Developed’: Democrats Seek To Ban Under 25s Being Charged With Felony Murder,Fake
Coroner Rules AstraZeneca Jab Should Be Added To Death Certificate Of Previously ‘Fit & Healthy’ 32 Yr Old,Fake
Thailand to BAN Pfizer After Thai Princess Falls Into a Coma Following Booster Jab,Fake
CNN: The Club Q shooter can’t be non-binary because he looks like a man or something,Fake
Grocery rationing begins in UK as a means of ‘normalizing’ coming shortages ahead of collapse,Fake
Trump Releases Statement Of What It Means To Him To “Make America Great Again”,Fake
"Bryan Christopher Kohberger IDed as suspect in Moscow, Idaho killings",Fake
MSNBC Katy Tur wants John Fetterman to run for president,Fake
Philip Morris To Release “Marlboro M” Marijuana Cigarettes in 2016,Fake
Global markets continue to slide as Swiss bank giant Credit Suisse loses more than 60 percent of its value after UBS buys it,Fake
Clown show: Biden ‘national security’ spokesman John Kirby claims ‘LGBTQ’ rights a ‘core element’ of American foreign policy,Fake
Twitter Files 11 released by Matt Taibbi – How Twitter Let the Intelligence Community In,Fake
Fox Trey Gowdy pushes DeSantis-Tim Scott 2024 ticket,Fake
"Maine Launches Heroin Vending Machines To Make Sure Addicts Have Clean Needles, Good Drugs",Fake
"Top 10 ways to GET DUMBED DOWN in America from toxic food, toxic medicine and toxic information",Fake
UK Mother Sues School For Forcing Her 4 Year Old Son To Take Part in LGBT Parade,Fake
"Democrat Maryland Mayor Patrick Wojahn arrested on 56 counts of possession and distribution of child pornography (Pals with Pelosi, Buttigieg)",Fake
ALERT: Over 7 Tons Of Bananas Recalled From Walmart Due To...,Fake
UK Athletics Bans Biological Males From Competing Against Women,Fake
Legacy consumer group sets up new system to quickly identify ‘woke’ companies to avoid,Fake
Bay Area tech entrepreneur arrested for fatal stabbing of Cash App founder,Fake
"‘Suppernanny’ Slips Up, Allegedly Hits Child",Fake
NASA Accused Of Trying To Rid The World Of Black People Through Mars Mission,Fake
"Southwest pilot suffered medical emergency, prompting off-duty pilot to enter cockpit and seize control",Fake
Mother Of Baby Mocked By Internet Memes Says She Would ‘Kill Internet Bullies’,Fake
Walmart Customer Finds Dead Baby in Discount DVD Bin,Fake
Dave Blaze calls for end to the STUDENT LOAN racket,Fake
Presidential Race Starts To Get Bloody After Sanders Challenges Opponents,Fake
ANALYSIS: East Palestine “controlled explosion” released carcinogenic dioxins and a WWI choking agent,Fake
New Husband Files For Divorce After Discovering His ‘Wife’ Is Actually a Man,Fake
"As McCarthy fails a seventh time for Speaker vote, Dan Crenshaw calls any Republican opposed to McCarthy “terrorists”",Fake
Bernie Sanders Says He Will Completely Forgive Student Loans If Elected,Fake
Bill Gates Launches Plan To Genetically Modify Every Farm Animal In The World,Fake
CONTROLLED DEMOLITION: All UK airports to close in next 10 years; beef and lamb banned to stop “climate change”,Fake
Bill Murray Reportedly Stabs Fan Who Was Photographing Him,Fake
British environment Secretary Therese Coffey – can’t afford food because of inflation? work more,Fake
Only 20 people show up to Brittney Griner “homecoming” in Waco,Fake
China has secret police stations in New York,Fake
‘Water is Not a Human Right’: WEF Orders Govt’s To Begin Rationing Water Into Homes,Fake
"Whistleblower project highlights hundreds of major U.S. corporations, businesses that have gone ‘woke’ and now discriminate against conservatives",Fake
"James O’Keefe gets revenge on Project Veritas, starts Okeefe Media",Fake
Veterinarians: Dogs are getting sick from discarded weed,Fake
Casey Anthony Found Dead At Age 29,Fake
Australian Woman Denied Heart Transplant Because Of Her Vaccination Status,Fake
"Another train derailment in Enoree, South Carolina – Buttigieg still missing in action",Fake
FTC to sue Amazon for illegally harvesting data of children via smart speakers,Fake
Harvard Researchers Say Eating Hot Dogs Can Lead To Impotence,Fake
French Historian: World War 3 Has Already Begun,Fake
AI chatbots can be programmed to influence extremists into launching terror attacks,Fake
More conservative states ban gender-affirming procedures for minors,Fake
Russia Warns That Belarus Could Enter Conflict in Ukraine,Fake
CBC (Canadian left wing propaganda) quits Twitter after getting government funded label,Fake
"Dermatologists Create ‘Pimple Porn’ Videos, Internet Can’t Get Enough Of New Trend",Fake
BREAKING: George H.W. Bush In Hospital; Doctors Say He Won’t Last Through The Weekend,Fake
"REI to close Portland store after record-breaking number of thefts, break-ins",Fake
WHO Chief Says Covid Pandemic Should Be Over By End Of Year,Fake
President Bolsonaro Hospitalized In Florida With ‘Abdominal Pain’ Amid Poisoning Fears,Fake
"Couple Caught Having “Relations” In McDonald’s Bathroom, Manager Outraged",Fake
US Asks For Immunity in Canadian MK-ULTRA Mind Control Case,Fake
"Hunter Biden, other members of Biden family received MILLIONS from business associate linked to CCP",Fake
Remember Barney Frank? He sat on the board of New York’s Signature Bank,Fake
"China issues new details on sanctions against Raytheon and Lockheed, potentially cutting off rare earth minerals to the U.S. defense industry",Fake
Parents Left Terrified By New Game On Facebook That Dares Children To Vanish For 72 Hours,Fake
Russian Church Issues ‘End of the World’ Warning,Fake
Stores To Begin Charging Deposit For Diapers; Will Be Redeemed Like Bottles and Cans,Fake
Washington teacher says schools should keep information about children from ‘Christo-fascist’ parents,Fake
Indianapolis PD has been secretly sending firearms data to ATF since the 1970s,Fake
Biden Admin Hands Out ‘Black Resistance’ Flyers to Border Patrol Agents,Fake
School board member says Arizona school district should reject hiring Christian teachers,Fake
Seymour Hersh Report: ‘US Bombed Nord Stream Pipeline’,Fake
Marvel’s New ‘Deadpool’ Movie Given PG-13 Rating,Fake
Skynet rising: Why CBDCs must be terminated before they go live,Fake
Tell your representatives to vote NO against the RESTRICT Act (S.686),Fake
Scarface Remake Starring Leonardo DiCaprio And Sofia Vergara Announced for 2017,Fake
New Idaho Bill Would Make Administration Of mRNA Jabs Illegal,Fake
Trump Vows To Deploy US Army To Deal With Mexican Cartels,Fake
NBC News correspondent drops truth bomb on Biden regime about plot to take Crimea from Putin: It’s not gonna happen,Fake
MILEY CYRUS FOUND DEAD IN HER HOLLYWOOD HOME AT THE AGE OF 24,Fake
International legal body (that’s not recognized by the USA) issues arrest warrant for Russia’s Vladimir Putin over alleged war crimes involving children,Fake
"False narratives are designed to make people feel POWERLESS, says Western Journal’s Floyd Brown – Brighteon.TV",Fake
SHOCKING mRNA STUDY finds 1 in every 99 Covid-jabbed children age 5 and under require EMERGENCY hospitalization,Fake
ESPN to commence LAYOFFS as part of larger Disney job cuts,Fake
Putin Announces Russian Withdrawal From Last Nuclear Treaty With US,Fake
Who owned the house Joe Biden stuck classified documents in?,Fake
James O’Keefe drops new video – says Pfizer in turmoil and promises more information coming out,Fake
WH Says Biden Is Too Old To Travel & Will Not Attend Coronation Of Britain’s King Charles,Fake
Regular physical activity found to boost memory in older adults,Fake
Newest Pluto Discovery Even Surprises Experts,Fake
Exclusive — Kash Patel questions emerging narrative on Pentagon leaks: ‘This is an extensive cover-up’,Fake
IRS Announces Massive Delays In Tax Refunds After Computer System Crash,Fake
"Transgender Minna-Maaria of Finland performs in opening ceremony of the European Figure Skating Championships, falls down",Fake
American Airlines Ceases Multiple Routes: “Our Pilots Are Dropping Dead From COVID Jabs”,Fake
Fed Chair warns U.S. could see unexpectedly high interest rate hikes soon,Fake
Biden Says Transgender Americans ‘Shape Our Nation’s Soul’ By ‘Fighting For Justice’,Fake
"“A man” in a U-Haul truck  “went on a rampage” in Bay Ridge, Brooklyn",Fake
16 Members Of Japanese Whaling Crew Eaten Alive,Fake
"Oscars Telecast To Feature Only Black People, Minorities In Audience",Fake
Ukrainian commander makes huge admission about condition of country’s armed forces after a year of war,Fake
"Keep the Republic: Plan to arrest Trump created, weaponized by the Deep State, says Col. John Mills – Brighteon.TV",Fake
US President Says More Than ‘Half The Women In His Administration Are Women’,Fake
Ever Wondered What The Colors On Your Toothpaste Tube Mean? The Answers Will Shock You,Fake
Man Sues Hooters After Getting Small-Breasted Waitress On Visit,Fake
Purebloods! Montana rep files bill to ban blood donations from people vaccinated against COVID-19,Fake
New Accusations Claims Planned Parenthood Selling Black Baby Parts At A...,Fake
Budweiser billboards with “LOL Crybabies” mocking their own client base is fake – gullible leftists fall for it,Fake
Globalists think AI will run the world much better than humans ever could,Fake
The race toward renewable energy is DOOMING the UK’s power grid and will lead to rolling blackouts,Fake
"Donate A Testicle The Payout For This Is $35,000",Fake
"Toxic cloud over East Palestine, Ohio",Fake
Washington Post: pressure growing to ban natural gas in the home,Fake
Man Sentenced To Life In Prison After Killing His Wife Via ‘Dutch Oven’,Fake
Soros has been exposed as major player behind the scenes in possible Trump indictment,Fake
"‘Huge tipping point’: Critics blast potential indictment of former President Trump, but also see how it could help him",Fake
FRANKENFOOD ALERT: Brazil approves planting of genetically modified wheat,Fake
6 out of 10 Americans still living paycheck to paycheck despite spending cutbacks,Fake
Italy bans ChatGPT over privacy concerns,Fake
EPA to crack down on FOREVER CHEMICALS in drinking water via proposed national standards,Fake
Scott Wiener – crazy San Francisco Democrat was “aware” of David Depape because of “nudity folks in the Castro”,Fake
"With the barbarians in the gates, we may need our own barbarians",Fake
Former Black Panther Discovers She’s A Descendant Of White Puritan Mayflower Settlers,Fake
Facebook: We Are BANNING Project Veritas for Exposing Pfizer,Fake
Canadian Man Receives The First Successful Horse Penis Transplant,Fake
"Another train derailment in Ohio! This time Springfield, Ohio – hazmat team on the scene",Fake
QAnon Shaman Jacob Chansley is freed from Biden gulag 14 months early,Fake
New ‘Youtube And Chill” Causing Increase In STD’s And Pregnancy In Girls Ages 10 – 12,Fake
Scientists offer $250K prize to decipher Herculaneum manuscripts burned during Vesuvius eruption,Fake
Justin Bieber Says He Is Beginning His Training For Professional MMA Debut,Fake
WEF Orders World Governments To Begin ‘Severely Rationing Meat and Fuel’,Fake
Ready to laugh? Other than Ron DeSantis these “Republicans” may announce run for president,Fake
Woman Told By Husband To ‘Make Sandwiches’ Beats Him To Death With Loaf of Bread,Fake
Harmeet K. Dhillon running to be RNC chair (Dump Ronna McRomney!),Fake
"Novak Djokovic Denied Entry Into US Due To Vaccine Status, Withdraws From US Open",Fake
Disney Plans Reboot of Star Wars: The Force Awakens,Fake
President Trump Will Appear on Episode of New Season of ‘Roseanne’,Fake
‘Big Fat Fabulous Life’ TV Star Has Weight Loss Journey Sabotaged By TLC,Fake
CLAIM: Signature Bank shut down and seized by feds to send warning message to crypto industry,Fake
Hawaii Launches World’s First Online Dating Service For The Unjabbed,Fake
Madison County Authorities Investigating Mysterious Cattle Mutilations In Texas,Fake
Slimy Joe Manchin and Chuck Schumer met with Joe Biden at home that contained classified-top secret documents,Fake
NBC predicts GOP will win the House (with just 219 seats),Fake
More evidence emerges of U.S. government colluding with Big Tech to censor conservatives,Fake
Study: Eating more than 2 tablespoons of sugar a day increases your risk of 45 chronic diseases,Fake
A state of never-ending crisis: The government is fomenting mass hysteria,Fake
New Trans Law Will Force All-Girls Schools In UK To Admit Biological Male Pupils,Fake
Nearly 350 K-12 educators arrested on child sex crimes in 2022,Fake
Homophobic Man ‘Comes Out’ As Gay – Friends Say ‘It’s About Damn Time’,Fake
Mariah Carey Loses ‘Priceless’ Engagement Ring Worth $10 Million,Fake
SABOTAGE: Fourth industrial disaster strikes Northeastern Ohio in mere weeks,Fake
Zika Virus Spreading Through United States Via Mosquitos,Fake
UK Queen Warns ‘Woke’ Censorship of Books Is ‘Imposing Limits on Imagination’,Fake
